"","age","maritl","race","education","jobclass","wage"
"232187",34,"2. Married","3. Asian","4. College Grad","2. Information",78.3924668009837
"379987",58,"2. Married","1. White","2. HS Grad","1. Industrial",139.213788138664
"448271",44,"1. Never Married","3. Asian","4. College Grad","2. Information",112.6488963421
"378868",61,"2. Married","1. White","4. College Grad","2. Information",79.8549003093467
"11319",40,"4. Divorced","1. White","1. < HS Grad","1. Industrial",65.1108537153447
"155212",37,"2. Married","1. White","3. Some College","2. Information",111.720849360989
"227990",41,"2. Married","1. White","2. HS Grad","2. Information",99.6894636984864
"8348",30,"2. Married","2. Black","2. HS Grad","1. Industrial",104.921506533664
"156680",51,"2. Married","1. White","1. < HS Grad","1. Industrial",70.8150386167557
"158692",39,"1. Never Married","1. White","3. Some College","1. Industrial",94.0727147457005
"12734",51,"4. Divorced","1. White","5. Advanced Degree","2. Information",109.833985642199
"229031",35,"2. Married","1. White","2. HS Grad","1. Industrial",75.1996281485946
"160714",47,"2. Married","1. White","3. Some College","1. Industrial",146.462838515063
"302861",51,"2. Married","3. Asian","3. Some College","2. Information",81.2832532842527
"230508",41,"2. Married","1. White","2. HS Grad","1. Industrial",127.115743812184
"12537",63,"2. Married","1. White","1. < HS Grad","1. Industrial",73.7757432746946
"450603",61,"1. Never Married","1. White","2. HS Grad","2. Information",65.1108537153447
"86119",46,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"451086",35,"5. Separated","1. White","1. < HS Grad","2. Information",73.7757432746946
"154643",28,"2. Married","1. White","5. Advanced Degree","2. Information",87.9810327856054
"86394",45,"2. Married","1. White","3. Some College","2. Information",106.921814091211
"301315",63,"2. Married","1. White","5. Advanced Degree","1. Industrial",100.013486924706
"232504",59,"2. Married","2. Black","3. Some College","2. Information",108.874525834712
"157040",30,"2. Married","1. White","5. Advanced Degree","2. Information",115.375038556391
"12728",42,"2. Married","1. White","2. HS Grad","1. Industrial",79.8549003093467
"447357",57,"2. Married","1. White","1. < HS Grad","1. Industrial",106.921814091211
"159513",52,"4. Divorced","1. White","3. Some College","1. Industrial",22.9624006796429
"161380",54,"2. Married","1. White","3. Some College","2. Information",115.182455126581
"14457",30,"2. Married","1. White","3. Some College","2. Information",103.90247060316
"158761",47,"2. Married","1. White","4. College Grad","1. Industrial",184.469464222499
"158274",47,"2. Married","1. White","3. Some College","2. Information",99.6894636984864
"378307",39,"1. Never Married","1. White","4. College Grad","1. Industrial",128.680488220624
"9863",50,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"87848",45,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"305240",44,"2. Married","1. White","1. < HS Grad","2. Information",118.884359339886
"80586",42,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
"83515",18,"1. Never Married","1. White","1. < HS Grad","1. Industrial",41.7049904993395
"231410",56,"2. Married","1. White","4. College Grad","2. Information",109.833985642199
"81995",50,"2. Married","3. Asian","5. Advanced Degree","2. Information",82.6796372966372
"232366",50,"2. Married","1. White","5. Advanced Degree","2. Information",277.79948020565
"229698",53,"1. Never Married","1. White","3. Some College","2. Information",99.6894636984864
"449667",38,"2. Married","1. White","5. Advanced Degree","1. Industrial",176.989650489877
"83804",56,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
"154652",50,"2. Married","1. White","5. Advanced Degree","2. Information",81.2832532842527
"302069",50,"2. Married","1. White","1. < HS Grad","1. Industrial",127.115743812184
"13267",49,"1. Never Married","1. White","2. HS Grad","2. Information",72.1504556815713
"449709",50,"2. Married","1. White","5. Advanced Degree","1. Industrial",186.876677628007
"157793",53,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
"302529",28,"2. Married","1. White","2. HS Grad","1. Industrial",139.703071527658
"157309",45,"2. Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
"451256",24,"1. Never Married","1. White","2. HS Grad","2. Information",66.2294082943902
"85268",38,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
"453542",47,"2. Married","1. White","4. College Grad","1. Industrial",109.833985642199
"158301",38,"2. Married","1. White","4. College Grad","1. Industrial",154.68529299563
"307764",33,"2. Married","1. White","3. Some College","2. Information",106.921814091211
"231800",39,"2. Married","1. White","5. Advanced Degree","2. Information",277.79948020565
"12439",52,"4. Divorced","1. White","2. HS Grad","1. Industrial",87.9810327856054
"7412",46,"4. Divorced","1. White","2. HS Grad","1. Industrial",90.4819133566401
"159115",61,"2. Married","1. White","2. HS Grad","1. Industrial",56.9055391446732
"10935",32,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
"447841",42,"4. Divorced","2. Black","2. HS Grad","2. Information",107.903923866876
"234010",61,"2. Married","1. White","5. Advanced Degree","2. Information",196.125272594255
"453198",27,"2. Married","1. White","2. HS Grad","1. Industrial",91.6992261117042
"376184",45,"2. Married","1. White","5. Advanced Degree","1. Industrial",200.543262324662
"304809",34,"2. Married","1. White","1. < HS Grad","1. Industrial",100.764272842107
"11522",44,"2. Married","2. Black","3. Some College","2. Information",85.3839403789827
"306077",40,"2. Married","1. White","3. Some College","2. Information",82.6796372966372
"301911",51,"2. Married","2. Black","4. College Grad","1. Industrial",97.4932940453934
"450165",64,"2. Married","1. White","4. College Grad","2. Information",133.971500070695
"380945",42,"1. Never Married","1. White","4. College Grad","2. Information",104.921506533664
"301907",31,"2. Married","3. Asian","2. HS Grad","1. Industrial",81.2832532842527
"159358",25,"1. Never Married","1. White","4. College Grad","1. Industrial",90.4819133566401
"233565",32,"2. Married","1. White","3. Some College","1. Industrial",106.921814091211
"301859",51,"2. Married","1. White","1. < HS Grad","2. Information",114.475713290347
"302193",75,"2. Married","2. Black","1. < HS Grad","2. Information",53.3953468905727
"161261",28,"2. Married","4. Other","2. HS Grad","1. Industrial",87.9810327856054
"305400",32,"1. Never Married","1. White","5. Advanced Degree","1. Industrial",96.3706528322308
"233567",53,"2. Married","1. White","5. Advanced Degree","2. Information",272.403225755586
"80581",43,"2. Married","1. White","5. Advanced Degree","2. Information",200.543262324662
"87755",51,"2. Married","1. White","4. College Grad","1. Industrial",123.089699847943
"13685",35,"2. Married","2. Black","4. College Grad","2. Information",99.6894636984864
"83327",46,"5. Separated","1. White","2. HS Grad","1. Industrial",94.0727147457005
"84809",43,"2. Married","3. Asian","4. College Grad","2. Information",154.68529299563
"87700",39,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"305809",37,"4. Divorced","1. White","3. Some College","1. Industrial",123.089699847943
"158812",33,"2. Married","1. White","4. College Grad","1. Industrial",107.903923866876
"306821",23,"1. Never Married","1. White","3. Some College","1. Industrial",73.7757432746946
"231279",37,"1. Never Married","1. White","3. Some College","1. Industrial",87.9810327856054
"12575",40,"2. Married","1. White","2. HS Grad","1. Industrial",27.1405792079024
"379119",27,"1. Never Married","1. White","4. College Grad","1. Industrial",102.453557578372
"81696",47,"2. Married","1. White","5. Advanced Degree","2. Information",272.294783220064
"378745",52,"2. Married","2. Black","4. College Grad","1. Industrial",94.0727147457005
"304502",23,"1. Never Married","1. White","2. HS Grad","2. Information",81.2832532842527
"80930",33,"2. Married","1. White","4. College Grad","2. Information",87.9810327856054
"9157",37,"1. Never Married","3. Asian","4. College Grad","2. Information",109.833985642199
"377201",34,"2. Married","1. White","2. HS Grad","1. Industrial",80.4302079458208
"160496",51,"5. Separated","1. White","2. HS Grad","1. Industrial",148.413159102577
"306557",40,"4. Divorced","1. White","3. Some College","1. Industrial",148.413159102577
"302928",50,"2. Married","1. White","2. HS Grad","2. Information",81.2832532842527
"7880",64,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
"379439",54,"2. Married","1. White","1. < HS Grad","1. Industrial",80.487444359511
"155174",50,"2. Married","2. Black","2. HS Grad","2. Information",91.6992261117042
"80508",32,"2. Married","1. White","4. College Grad","2. Information",109.355626400253
"231191",19,"1. Never Married","1. White","1. < HS Grad","1. Industrial",65.1108537153447
"85999",42,"2. Married","1. White","3. Some College","1. Industrial",99.6894636984864
"450673",26,"1. Never Married","1. White","3. Some College","1. Industrial",99.6894636984864
"447485",46,"2. Married","1. White","5. Advanced Degree","2. Information",157.700527725737
"453584",18,"1. Never Married","1. White","1. < HS Grad","1. Industrial",49.5553381215226
"8016",43,"2. Married","1. White","2. HS Grad","2. Information",90.4819133566401
"380311",44,"2. Married","1. White","2. HS Grad","1. Industrial",148.413159102577
"11315",40,"2. Married","1. White","3. Some College","2. Information",133.232350826567
"232256",43,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
"80679",32,"1. Never Married","3. Asian","4. College Grad","1. Industrial",118.884359339886
"229791",48,"1. Never Married","2. Black","2. HS Grad","2. Information",87.9810327856054
"450800",35,"2. Married","1. White","3. Some College","2. Information",109.833985642199
"230173",61,"2. Married","1. White","3. Some College","2. Information",130.982177377461
"228889",47,"2. Married","1. White","1. < HS Grad","1. Industrial",89.2428846644714
"7978",55,"4. Divorced","1. White","2. HS Grad","2. Information",102.870246933215
"374363",28,"4. Divorced","4. Other","2. HS Grad","1. Industrial",76.8936025176112
"452862",27,"1. Never Married","2. Black","5. Advanced Degree","2. Information",102.870246933215
"228899",22,"2. Married","2. Black","3. Some College","2. Information",90.4819133566401
"232593",20,"1. Never Married","1. White","2. HS Grad","1. Industrial",69.9291272064087
"231255",42,"2. Married","1. White","2. HS Grad","2. Information",106.921814091211
"158824",31,"1. Never Married","1. White","4. College Grad","2. Information",109.833985642199
"380061",59,"4. Divorced","1. White","3. Some College","2. Information",151.591484239814
"376529",36,"2. Married","1. White","5. Advanced Degree","1. Industrial",148.413159102577
"304383",32,"2. Married","1. White","1. < HS Grad","1. Industrial",66.9616443217359
"10445",32,"1. Never Married","1. White","3. Some College","2. Information",103.90247060316
"380800",44,"1. Never Married","1. White","2. HS Grad","1. Industrial",43.7351116779821
"450000",57,"2. Married","1. White","3. Some College","1. Industrial",116.707154559148
"233715",49,"2. Married","2. Black","4. College Grad","2. Information",141.77517233318
"304660",41,"2. Married","1. White","2. HS Grad","2. Information",144.47808766541
"233026",38,"2. Married","1. White","4. College Grad","1. Industrial",134.705375118879
"80647",58,"2. Married","1. White","1. < HS Grad","2. Information",118.884359339886
"87572",59,"2. Married","3. Asian","5. Advanced Degree","2. Information",189.244162932803
"233001",60,"2. Married","1. White","3. Some College","1. Industrial",96.0316570194457
"305553",56,"2. Married","1. White","2. HS Grad","2. Information",111.065194319742
"379752",44,"2. Married","1. White","3. Some College","1. Industrial",148.413159102577
"380738",70,"2. Married","2. Black","3. Some College","2. Information",99.6894636984864
"87038",47,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"154076",41,"2. Married","1. White","3. Some College","1. Industrial",127.115743812184
"374391",29,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
"449807",42,"2. Married","1. White","1. < HS Grad","1. Industrial",112.6488963421
"307460",51,"4. Divorced","1. White","4. College Grad","2. Information",281.745970551857
"156087",39,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
"12157",23,"1. Never Married","1. White","2. HS Grad","1. Industrial",75.3556793180091
"301568",31,"2. Married","1. White","3. Some College","1. Industrial",119.74085129618
"10832",59,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"160170",19,"1. Never Married","1. White","1. < HS Grad","1. Industrial",27.1405792079024
"87395",35,"2. Married","3. Asian","2. HS Grad","1. Industrial",65.1108537153447
"305387",38,"2. Married","1. White","5. Advanced Degree","2. Information",141.77517233318
"229944",45,"2. Married","1. White","3. Some College","2. Information",114.475713290347
